id,created,updated,title,content,tags,product,topic,locale,answers,creator
1449681,2024-06-12 08:25:30 -0700,2024-06-12 08:25:30 -0700,How do I convert an APK file to an EXE?,"<p>There’s no way to “convert” an . apk file to an .exe file. An . apk file is a zip file with the executable in ARM machine language, plus a lot of other files. </p><p><a href=""https://apkinflux.com/"" rel=""nofollow"">https://apkinflux.com/</a> </p>",desktop;download-and-install_1;windows-10;,firefox,download-and-install,en-US,"",sagejacesage
1449677,2024-06-12 07:31:51 -0700,2024-06-12 07:31:51 -0700,Administrador de certificados,"<p>Los certificados instalados no aparecen en el administrador de certificados, pero sí aparecen en el administrador de certificados cuando arranco Firefox en el modo de resolución de problemas. ¿Me podrían indicar a qué se debe? Muchas gracias. </p>",desktop;privacy-and-security_1;mac-os-x-1015;firefox-1270;,firefox,privacy-and-security,es,"",evegaw
1449676,2024-06-12 07:27:29 -0700,2024-06-12 08:08:20 -0700,The Page Isn't Redirecting Properly Error,"<p>Good Morning.  I have been using Firefox for 20+ years.  Last night it did an update overnight, and this morning I am getting ""The Page Isn't Redirecting Properly"" error message on my business CRM site.  This appears to be the only site having an issue.  I have never had this error previously. </p><p>I tried all suggestions already including clearing cache/cookies, checking settings, delete history, troubleshoot mode and nothing.  The site opens fine on Chrome and MS Edge. </p><p>Any additional help is appreciated, this is very frustrating. </p><p>Thank you. </p>",desktop;fix-problems;windows-10;firefox-1270;,firefox,fix-problems,en-US,1656952;1656954;,soalivetoday
1449674,2024-06-12 07:13:24 -0700,2024-06-12 08:01:44 -0700,Keyboard shortcut to copy current tab URL,"<p>Is there a way to create a new keyboard shortcut to copy current tab URL? </p><p>I've been using Arc to try some of their features, and what I miss the most is the hability to copy current URL to share without touching the mouse. </p>",desktop;customize;mac-os-x-1015;firefox-1260;firefox-12601;,firefox,customize,en-US,1656953;,me439
1449673,2024-06-12 07:07:09 -0700,2024-06-12 07:07:09 -0700,timrk88@gmail.com,<p>iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii </p>,desktop;download-and-install_1;windows-11;firefox-1270;,firefox,download-and-install,en-US,"",timrk88
1449672,2024-06-12 06:56:05 -0700,2024-06-12 06:56:05 -0700,Administrador de certificados,"<p>Buenas tardes. No aparecen los certificados instalados en el administrador de certificados, pero sí aparecen si arranco Firefox en el modo de resolución de problemas. ¿Me podrían indicar a qué se debe? Gracias. </p>",desktop;privacy-and-security_1;mac-os-x-1015;firefox-1270;,firefox,privacy-and-security,es,"",user39658555893906740800745682046526375522
1449668,2024-06-12 06:49:20 -0700,2024-06-12 08:11:40 -0700,Firefox update,"<p>Hi </p><p>I just clicked on my Firefox to open it and was met with a new update tab, and all my tabs had disappeared, which I have had happen to me in the past and ended up losing everything after closing Firefox and reopening it again. </p><p>So with that in mind I went to History and everything was greyed out, and so had no option but to close my browser, thinking that maybe that it had opened that one to tell me about the update and if I reopened it all my tabs would be there. Is there anyway I can retrieve all my tabs?. </p><p>Thanks </p>",desktop;tabs;windows-10;firefox-1270;,firefox,tabs,en-US,1656955;,lockettlee8
1449667,2024-06-12 06:38:24 -0700,2024-06-12 06:38:24 -0700,Picture-in-Picture button missing,"<p>As the title says, there is no PiP option for me. Even when I disable <em>ALL</em> addons and reboot FF, there simply is no PiP option. </p>",desktop;other;windows-11;firefox-1270;,firefox,other,en-US,"",scarymeadow
1449665,2024-06-12 06:33:18 -0700,2024-06-12 06:33:18 -0700,YouTube playback speed,"<p>Whenever I try to watch a video on YouTube, Firefox would automatically set the playback speed to max, mute the audio, and the video would just end (as if someone moved the seek pointer to the end).  Since my YouTube is set to automatically play the next video, I would be presented with a screen showing me what the next video would be playing.  At this point, I need to do the following: </p> <ol><li> quickly click cancel </li><li> hit the replay button </li><li> set the playback speed to anything but normal </li><li> set playback speed to normal </li><li> unmute audio </li><li> move seek pointer back to beginning  </li></ol> <p>From this point on, videos would play normally and I can jump around and watch different videos.  But once I close Firefox and restart it, it would reset to the above issues (max playback speed, mute audio, skip first video). </p><p>Anyone else having the same problem?  Anyone know what's going on? </p><p>On a tangent, on my Windows machine, every now and then, Firefox would flash a white blank screen.  I would be surfing and reading stuff and all of a sudden, the screen would just go blank.  After a few seconds, it would come back.  This only happens on my Windows machine and not my Mac. </p>",desktop;fix-problems;mac-os-x-1015;firefox-1270;,firefox,fix-problems,en-US,"",drjk888
1449664,2024-06-12 06:14:00 -0700,2024-06-12 08:16:38 -0700,cannot print maps from AAA triptik planner,"<p>Cannot print maps from AAA triptik planner.   </p><p>Secure Connection Failed </p><p>An error occurred during a connection to <a href=""http://ttp-map-print.aaa.com"" rel=""nofollow"">ttp-map-print.aaa.com</a>. </p><pre>   The page you are trying to view cannot be shown because the authenticity of the received data could not be verified.    Please contact the website owners to inform them of this problem. </pre>",windows-7;desktop;privacy-and-security_1;firefox-115120;firefox-11512;,firefox,privacy-and-security,en-US,1656945;1656957;,airsick001
