id,created,updated,title,content,tags,product,topic,locale,answers,creator
1436330,2024-01-10 08:27:08 -0800,2024-01-10 08:27:08 -0800,Firefox freezes in family tree window in Ancestry.com,"<p>I have been running ""<a href=""http://Ancestry.com"" rel=""nofollow"">Ancestry.com</a>"" on Firefox"" for a number of years without any issues. The last few weeks if I open Ancestry to a window that shows a family tree the window freezes and I get a notice that says ""This window is slowing down your browser"" and it gives me a button with  a ""Stop"" option. When I click the button the window unfreezes for one click and freezes again. This only happens in a ""tree"" window, the rest of the application works OK. I have done many of the troubleshooting steps, renew refresh, clear cache etc. with no improvement. I checked with ""Ancestry"" the recommend Firefox or Chrome. Trying Chrome there was no problem. My preference is Firefox as Chrome is to invasive. </p><p>I am running Windows 10 (up to date), an Asus Z87 Plus motherboard, an intel core i7-4770K cpu and a EVGA GTX 650 Ti Boost gpu with all drivers up to date. I have Firefox set as my default browser. </p><p>Please advise - Thank You  John H ( jrhop@hvc.rr.com) </p>",desktop;fix-problems;windows-10;firefox-1210;,firefox,fix-problems,en-US,"",jrhop63
1436325,2024-01-10 07:47:58 -0800,2024-01-10 07:47:58 -0800,Opentable site returns blank page,"<p>Hello, </p><p>I have been working with OpenTable support for 2 months.  We finally resolved it is not on their end.  </p><p>Issue:  When opening <a href=""http://opentable.com"" rel=""nofollow"">opentable.com</a> the website loads and then a blank page is presented at the end.  You can see a flash of the base site and any links that were attempted. </p><p>Items attempted to resolve: </p> <ul><li> clear cache and history </li><li> updated firefox site </li><li> downloaded, uninstalled and reinstalled firefox </li><li> incognito mode </li><li> removed all all ons/plug ins </li><li> tried links to pages outside of <a href=""http://opentable.com"" rel=""nofollow"">opentable.com</a> </li></ul> <p>I have their responses and what they have attempted (in emails should you want).  I also have snapshots of what I see.  The odd thing is completely removing firefox and installing should have fixed it but it didn't. </p><p>One thing that does work is links to opentable from restaurants (email or from their websites).  Initiating from the base browser does not work. </p><p>I am on Windows 10 and all updates have been installed. </p>",desktop;windows-10;website-breakages;firefox-1210;,firefox,website-breakages,en-US,"",pmcgarry1
1436324,2024-01-10 07:15:30 -0800,2024-01-10 07:57:43 -0800,Firefox tarayıcı piksel kaydırma sorunu,"<p>Merhaba, İki adet aynı marka ve özelliklerde monitör kullanıyorum. Ekran çözünürlük ayarları 1920x1080 piksel. Tarayıcıyı ikinci monitörde açıyorum ve ""xulstore.json"" da ayarlarım bu şekilde ""screenX:1920,screenY:0,width:1300,height:1080,sizemode:normal"" olduğundan ikinci monitörün sıfır pikselinde açıyor. Buraya kadar bir sorun yok. </p><p>Fakat son kapatılan sekmeler ayarını (user_pref(""browser.sessionstore.max_tabs_undo"", 25)) ""prefs.js"" dosyasında ""user_pref(""browser.sessionstore.max_tabs_undo"", 0)"" yaptığım zaman, ikinci mönitörün sıfır pikselinde açmıyor ve 5 piksel sağa kayıyor. Yani sanki ""xulstore.json"" da 1925 px ayarlanmış gibi oluyor. Fakat ""xulstore.json"" dosyasına baktığımda ise yaptığım ayar (screenX:1920) duruyor. </p><p>Bu sorunun ""son kapatılan sekmeler ayarını"" sıfır yapınca kaymasını önlemenin bir yolu var mı? Geri bildirimde bulunur iseniz memnun olurum. İyi çalışmalar. </p><p>Muharrem. </p>",desktop;other;windows-10;firefox-1210;firefox-12101;,firefox,other,tr,1629685;,Tolga
1436323,2024-01-10 06:54:49 -0800,2024-01-10 06:54:49 -0800,safesearch smart system!,"<p>hello... im 28 years old and safesearch is on, on my firefox and i actually cant change setting.... it wont give me access to the setting menu. need help with fixing it. account is: farzadmb74@gmail.com </p>",desktop;privacy-and-security_1;windows-10;firefox-1210;,firefox,privacy-and-security,en-US,"",farzadmb74
1436322,2024-01-10 06:25:08 -0800,2024-01-10 06:25:08 -0800,Értesítési panal áthelyezése macOs rendszeren,"<p>Üdvözlök Mindenkit. </p><p>MacOs operációs rendszeren szeretném a Firefox felugró értesítésit a jobb felső sarokból, a jobb alsó sarokba áthelyezni.  </p><p>Köszönöm előre is a segítségeteket. </p>",desktop;customize;windows-10;firefox-1210;firefox-12101;,firefox,customize,hu,"",denes.romhanyi
1436320,2024-01-10 06:05:27 -0800,2024-01-10 06:05:27 -0800,Content Security Policy works fine on Chrome and Edge but gives error in Firefox,"<p>Hello, </p><p>We are currently facing an issue with our website: <a href=""https://ebanking.denizbank.at/BAC/BecomeACustomer.aspx?lang=de"" rel=""nofollow"">https://ebanking.denizbank.at/BAC/BecomeACustomer.aspx?lang=de</a> We utilize Google Analytics in this project and have included all the necessary URLs in the Content Security Policy tag. Everything is functioning perfectly on Chrome and Edge, but we encounter an error on Firefox (as shown in the attached screenshot). We have already added the URL that is causing the error on Firefox, and interestingly, Firefox is the only browser where this problem persists. </p><p>Could you please assist us in resolving this issue? </p><p>Thank you, Okay </p>",desktop;fix-problems;windows-10;,firefox,fix-problems,en-US,"",okayogru.okayogru
1436314,2024-01-10 05:43:24 -0800,2024-01-10 05:43:24 -0800,customer support,<p>cannot contact customer service </p>,desktop;other;windows-8;firefox-11560;firefox-1156;,firefox,other,en-US,"",it1010
1436312,2024-01-10 05:22:37 -0800,2024-01-10 06:53:26 -0800,youtube video error,"<p>i was watching youtube when this happened here is the link <a href=""https://www.youtube.com/watch?v=o25FuR0eUAs"" rel=""nofollow"">https://www.youtube.com/watch?v=o25FuR0eUAs</a> the error ""your browser cannot play this video"" </p>",desktop;windows-10;website-breakages;firefox-1210;firefox-12101;,firefox,website-breakages,en-US,1629660;,ferdinandputra950
1436311,2024-01-10 05:20:57 -0800,2024-01-10 07:10:42 -0800,"Asked before, never answered: Make FF ask where to download files?","<p>I've checked/unchecked the box, ran in safe mode, troubleshooting mode, reinstalled, now on new win 11 pro pc fully updated and suddenly it just downloads straight into TEMP directory and opens preview so i have to cut it out and paste it where I want it? Enough to leave this browser for good. </p>",desktop;customize;windows-11;firefox-1210;,firefox,customize,en-US,1629665;,MILESTWEST
1436310,2024-01-10 05:16:30 -0800,2024-01-10 05:55:20 -0800,Firefox can't load my websites but other browsers can,"<p>Hello </p><p><a href=""https://soulldn.com/"" rel=""nofollow"">https://soulldn.com/</a> This is my website.  </p><p>Firefox not loading the site properly . but when i try to mobile Firefox browser then work properly. I think the domain is blacklist from firefox database. I can ensure the website fully malware free. so please whitelist the website asap </p><p>Thanks </p>",desktop;other;windows-10;firefox-1210;,firefox,other,en-US,1629637;,sarkark229
