id,created,updated,title,content,tags,product,topic,locale,answers,creator
1548527,2025-11-16 22:23:22 -0800,2025-11-16 22:23:22 -0800,Information Security Awareness and Policy Overview 2025,<p>training </p>,windows-11;firefox;browse;,firefox,browse,en-US,"",ssahu1058
1548525,2025-11-16 22:16:51 -0800,2025-11-16 22:16:51 -0800,Learn the holy quran,<p>Learn the holy quran bangla </p>,firefox;accounts;,firefox,accounts,en-US,"",khssalim90
1548524,2025-11-16 22:12:26 -0800,2025-11-16 22:12:26 -0800,WhatsApp,<p>Mozilla </p>,firefox;browse;,firefox,browse,en-US,"",lachhu1999
1548523,2025-11-16 22:11:50 -0800,2025-11-16 22:11:50 -0800,WhatsApp,<p>Mozilla </p>,firefox;browse;,firefox,browse,en-US,"",lachhu1999
1548522,2025-11-16 22:10:50 -0800,2025-11-16 22:10:50 -0800,any thingh,<p>to assist </p>,firefox-11302;firefox-1130;linux;firefox;accounts;,firefox,accounts,en-US,"",kumarvishalankit2812
1548521,2025-11-16 22:04:03 -0800,2025-11-16 22:09:10 -0800,"Please help me to disable Firefox Window focus tip,thanks!","<p>After upgrading my Firefox to version 145, a blue line appears at the top of the browser window when it's in full-screen mode and the current window is focused. I know this is to remind the browser window that it's currently focused and interactive, but I really hate this notification and want to make this conspicuous blue line at the top of the window disappear. I couldn't find a relevant option in the Firefox browser settings. Does anyone know how to set this up? </p><p>Please help me to disable this focus tip,thanks! </p>",firefox-1450;windows-11;firefox;browser-appearance;,firefox,browser-appearance,en-US,1779750;,james.hoo
1548520,2025-11-16 21:47:26 -0800,2025-11-16 21:47:26 -0800,WhatsApp,<p>Mera icha Tools Bandh Ho Gya Hai To Plz Chalu Kardo.....plz..... </p>,firefox-600;windows-10;firefox;accounts;,firefox,accounts,en-US,"",sumitroyal942
1548519,2025-11-16 21:44:40 -0800,2025-11-16 21:44:40 -0800,N o or No,<p>NO or No </p>,firefox;performance-and-connectivity;,firefox,performance-and-connectivity,en-US,"",xbj882sw4m
1548518,2025-11-16 21:43:00 -0800,2025-11-16 21:43:00 -0800,tamil,<p>Aviyur </p>,firefox-11201;firefox-1120;linux;firefox;browse;,firefox,browse,en-US,"",aviyoorps
1548517,2025-11-16 21:26:32 -0800,2025-11-16 21:26:32 -0800,personal,<p>We need mozillafirefox </p>,firefox;accounts;,firefox,accounts,en-US,"",nallayyachinthada1174
1548514,2025-11-16 21:01:58 -0800,2025-11-16 21:01:58 -0800,Google account recovery,<p>I've been trying to get into my Gmail account I have password and 2step verification and still can't access the account </p>,firefox;accounts;,firefox,accounts,en-US,"",vanglorious7
1548513,2025-11-16 20:45:48 -0800,2025-11-16 20:45:48 -0800,Ishan tool,<p>Please update firefox </p>,firefox-600;windows-10;firefox;update;,firefox,update,en-US,"",Vikramsaab3333
1548512,2025-11-16 20:44:21 -0800,2025-11-16 20:44:21 -0800,Yes no,<p>Ffvtr </p>,firefox-600;windows-10;firefox;download-and-save;,firefox,download-and-save,en-US,"",Vikramsaab3333
1548511,2025-11-16 20:40:58 -0800,2025-11-16 20:40:58 -0800,am not play,<p>am a teacher in lower primary class </p>,firefox-11302;firefox-1130;linux;firefox;accessibility;,firefox,accessibility,en-US,"",akhilcp161
1548510,2025-11-16 20:29:56 -0800,2025-11-16 20:29:56 -0800,joshi8990,<p>ketan </p>,firefox-115290;firefox-11529;windows-7;firefox;browse;,firefox,browse,en-US,"",joshiketan8990
1548509,2025-11-16 20:29:29 -0800,2025-11-16 20:29:29 -0800,White,<p>Sir fdr3fjfs b swimming </p>,firefox;download-and-save;,firefox,download-and-save,en-US,"",Srikanthmatamula
1548507,2025-11-16 20:20:45 -0800,2025-11-16 20:20:45 -0800,Reinstalled Firefox but now opens a totally different website,"<p>Firefox did an update and ""couldn't find XPCOM"" and crashed.  Uninstalled and re-installed but now my Firefox icon opens a website ""<a href=""http://nine.com.au"" rel=""nofollow"">nine.com.au</a>"".  I WANT MY FIREFOX BACK!!!!! </p>",windows-10;firefox;launch-failure;,firefox,launch-failure,en-US,"",barbhell
1548506,2025-11-16 20:20:05 -0800,2025-11-16 20:20:05 -0800,malayalam,<p>update </p>,firefox-11302;firefox-1130;linux;firefox;accounts;,firefox,accounts,en-US,"",shibivazhavatta
1548505,2025-11-16 20:12:11 -0800,2025-11-16 20:12:11 -0800,Koyal1,<p>234679 </p>,firefox-600;windows-10;firefox;privacy-and-security_1;,firefox,privacy-and-security,en-US,"",ranjitshaw453
1548504,2025-11-16 20:08:35 -0800,2025-11-16 20:08:35 -0800,UPDATE,<p>UPDATE </p>,firefox-9501;firefox-950;linux;firefox;accounts;,firefox,accounts,en-US,"",tekniktpp21
1548503,2025-11-16 20:05:17 -0800,2025-11-16 20:05:17 -0800,Nice use,<p>Nice use </p>,firefox-700;windows-10;firefox;accounts;,firefox,accounts,en-US,"",sunil.mech6
1548501,2025-11-16 19:41:34 -0800,2025-11-16 20:44:06 -0800,please update foxfire so i can get into my 'citi.com' account,"<p>please allow sufficient updates so that I can get into my '<a href=""http://citi.com"" rel=""nofollow"">citi.com</a>' account. </p>",firefox-115300;firefox-11530;windows-7;firefox;update;,firefox,update,en-US,1779742;,ccinicove
1548500,2025-11-16 19:39:44 -0800,2025-11-16 20:38:48 -0800,"Firefox protection, firewall & security for Windows 7 computer","<p>Does Firefox provide firewall and/or security programs for my computer running on Windows 7? I cannot buy a new computer and want to make sure I am protected - my updates are up to date and  I have had faith in Firefox. Otherwise, can I use an ADD-on to do the job? Please advise. thank you very much </p><p>I have been unable to sign into my bank account online (on this computer) . Been prompted to update my browser (Chrome, Safari, Forefox, Microsoft Edge), I checked my Firefox version, says up to date. Still unable to access. Spent hours frustrated. Please help. thank you so much </p>",firefox-115300;firefox-11530;windows-7;firefox;web-compatibility;,firefox,web-compatibility,en-US,1779738;1779739;,fluencyassociates
1548499,2025-11-16 19:39:30 -0800,2025-11-16 19:39:30 -0800,Saved Credit Cards Section Missing — Previous Fix Not Working,"<p>Reporting an ongoing issue where the Saved Credit Cards section is missing from Firefox’s settings. Autofill for credit cards still works in the browser, but I cannot view, edit, or delete any stored cards because the entire UI section is gone. The Payments / Saved Credit Cards section does NOT appear under Settings → Privacy &amp; Security → Forms and Autofill. Autofill still fills credit card data, so Firefox clearly has stored cards. I just can’t manage them. </p><p>Older threads are now closed. Here is what I already checked </p><p>I confirmed the following in about:config: extensions.formautofill.creditCards.enabled → true extensions.formautofill.creditCards.available → true Set extensions.formautofill.creditCards.supported → ""on"" </p><p>Restarted Firefox </p>",firefox-1450;mac-os-x-1015;firefox;autofill;,firefox,autofill,en-US,"",siddharthrgovindan
1548498,2025-11-16 19:23:14 -0800,2025-11-16 19:23:14 -0800,How do i permanatly disable the menu bar,"<p>its really annoying, i just want it gone, the thing in the image is what i want gone </p>",firefox-1450;windows-11;firefox;browser-appearance;,firefox,browser-appearance,en-US,"",nuggetsofthegods
1548496,2025-11-16 19:16:25 -0800,2025-11-16 19:16:25 -0800,why this updation,<p>yes tel me </p>,firefox-8902;firefox-890;linux;firefox;accessibility;,firefox,accessibility,en-US,"",rahimansheni
1548495,2025-11-16 19:15:07 -0800,2025-11-16 19:15:07 -0800,update,<p>abcde </p>,firefox-8902;firefox-890;linux;firefox;accessibility;,firefox,accessibility,en-US,"",rahimansheni
1548494,2025-11-16 19:07:46 -0800,2025-11-16 19:07:46 -0800,Necesito descargar proyectos escolares,<p><strong> nesesitro que me dejen descargar whathap para descargar proyectos </strong> <strong></strong> </p>,firefox-8601;firefox-860;linux;firefox;accessibility;,firefox,accessibility,es,"",ds951571
1548493,2025-11-16 19:05:43 -0800,2025-11-16 19:05:43 -0800,"no me deja acceder a whatsapp web, poque no he actualizado el sistema de mozilla",<p>permitiendome el acceso a whatsapp web </p>,firefox-9102;firefox-910;linux;firefox;web-compatibility;,firefox,web-compatibility,es,"",marijuan266
1548491,2025-11-16 19:00:15 -0800,2025-11-16 19:00:15 -0800,SABJECKU,<p>.<strong>oigc</strong> </p>,firefox-1440;linux;firefox;settings;,firefox,settings,en-US,"",uzb.bahrom.06
1548490,2025-11-16 18:50:42 -0800,2025-11-16 18:50:42 -0800,Update,<p>Hello  </p><p><br> </p><p>Mozilla Firefox update please </p>,firefox-600;windows-10;firefox;installation-and-updates;,firefox,installation-and-updates,en-US,"",maraskolheadity
1548489,2025-11-16 18:49:48 -0800,2025-11-16 18:49:48 -0800,Update,<p>Hello  </p><p><br> </p><pre>   Mozilla Firefox and Chrome </pre>,firefox-600;windows-10;firefox;browse;,firefox,browse,en-US,"",maraskolheadity
1548488,2025-11-16 18:48:48 -0800,2025-11-16 18:48:48 -0800,Ff mex,<p>Free fire max 89 level id ka password </p>,firefox;accounts;,firefox,accounts,en-US,"",nitinitin823
1548487,2025-11-16 18:48:03 -0800,2025-11-16 18:48:03 -0800,Hello mozilla,<p>Hii  </p><p><br> Mozilla Firefox </p>,firefox-600;windows-10;firefox;browse;,firefox,browse,en-US,"",maraskolheadity
1548486,2025-11-16 18:47:10 -0800,2025-11-16 18:47:10 -0800,Hello mozilla,<p>Hii  </p><p><br> Mozilla Firefox </p>,firefox-600;windows-10;firefox;browse;,firefox,browse,en-US,"",maraskolheadity
1548485,2025-11-16 18:43:16 -0800,2025-11-16 18:43:16 -0800,security,<p>is mozilla capable of handle it </p>,firefox-1450;windows-11;firefox;privacy-and-security_1;,firefox,privacy-and-security,en-US,"",sandraellabill
1548484,2025-11-16 18:42:48 -0800,2025-11-16 18:42:48 -0800,Hindi,<p>What's up ky nahi chal Raha </p>,firefox-600;windows-10;firefox;download-and-save;,firefox,download-and-save,en-US,"",m18077355
1548483,2025-11-16 18:38:55 -0800,2025-11-16 19:31:34 -0800,Passwords not Syncing,"<p>Hello, After performing a clean install of the OS, I logged in to my firefox account. But it is not syncing the passwords. I tried installing firefox to my phone, also not syninc. I think btw, it is syncing but my passwords are not there. Here is the log: <a href=""https://pastebin.com/DH0wuERM"" rel=""nofollow"">https://pastebin.com/DH0wuERM</a> Any help appreciated, because there were more than 200 passwords there. Thank you </p>",firefox-14304;firefox-1430;linux;sync-failure;,firefox,sync-failure,en-US,1779732;1779733;1779734;,tansugunay
1548482,2025-11-16 18:31:56 -0800,2025-11-16 18:31:56 -0800,"Firefox create faulty PDF files. They display of, but copying yield garbage #m$letc","<p>Whenever I use FF to get a PDF file, It is corrupted. It seems to download ok. It will display, but copying from it yields garbage. Using apples Preview for speaking yileds jiberish.    I do not have this problem with Safari </p><p>I had this problem for months even before my latest OS was install. Mac mini, M2, Sequoia 15.7.1, FF 145.0 (aarch64) kleps@uic.edu </p>",firefox;pdfs;,firefox,pdfs,en-US,"",kleps3281
1548481,2025-11-16 18:22:43 -0800,2025-11-16 18:22:43 -0800,firebox,<p>on is firebox </p>,firefox-115290;firefox-11529;windows-81;firefox;accounts;,firefox,accounts,en-US,"",SEEMAKOLISATTAWAN
1548480,2025-11-16 18:16:44 -0800,2025-11-16 18:16:44 -0800,firebox on,<p>you can is my firebox is open </p>,windows-81;firefox;download-and-save;,firefox,download-and-save,en-US,"",SEEMAKOLISATTAWAN
1548479,2025-11-16 18:15:49 -0800,2025-11-16 18:15:49 -0800,Playing video on youtube,<p>please update the maxilla support </p>,firefox-620;windows-8;firefox;installation-and-updates;,firefox,installation-and-updates,en-US,"",ramdanynityshas
1548478,2025-11-16 18:06:06 -0800,2025-11-16 18:06:06 -0800,PHARMACY,<p>GFXGYU6KRT9M7 </p>,firefox-11302;firefox-1130;linux;firefox;browse;,firefox,browse,en-US,"",hdcspharmacy
1548477,2025-11-16 18:04:20 -0800,2025-11-16 18:04:20 -0800,Restore bookmarks,"<p>I lost all my bookmarks, When I select Choose File under Restore, another window does not open. </p><p>I do seen to have the appropriate file in Old Firefox. </p>",firefox-1440;windows-10;firefox;recover-data;,firefox,recover-data,en-US,"",Tbirduse
1548476,2025-11-16 17:57:52 -0800,2025-11-16 17:57:52 -0800,Whatsapp,<p>Do first </p>,firefox-620;windows-8;firefox;installation-and-updates;,firefox,installation-and-updates,en-US,"",KUMARMANASH57272
1548475,2025-11-16 17:54:18 -0800,2025-11-16 17:54:18 -0800,Why is my gpu usage so high while 1080p video on youtube,"<p>my gpu linger on 40-50% usage and the temps almost the same as if gaming, is there any way to lower the utilization </p>",firefox-1450;windows-11;firefox;audio-and-video;,firefox,audio-and-video,en-US,"",prlogicconfirmed
1548474,2025-11-16 17:49:57 -0800,2025-11-16 18:37:03 -0800,bookmarks from previous laptop,"<p>just obtained new laptop. I want to get my bookmarks, passwords,etc from my older Inspiron laptop. </p>",firefox-1450;windows-11;recover-data;,firefox,recover-data,en-US,1779729;,mvnsail2000
1548473,2025-11-16 17:36:21 -0800,2025-11-16 17:36:21 -0800,Photo shut,<ol><li> * 123 </li></ol>,firefox-620;linux;firefox;download-and-save;,firefox,download-and-save,en-US,"",abhayyr93
1548469,2025-11-16 17:05:44 -0800,2025-11-16 17:05:44 -0800,Suuuuuu,<p>Ujjbhbvh </p>,firefox-600;windows-10;firefox;accounts;,firefox,accounts,es,"",santiago.leo.diaz123
