id,created,updated,title,content,tags,product,topic,locale,answers,creator
1557625,2025-12-30 04:58:41 -0800,2025-12-30 04:58:41 -0800,Lost Bookmarks,<p>How can I recover my lost bookmarks? </p>,firefox-1460;windows-11;firefox;recover-data;,firefox,recover-data,en-US,"",brianashley6
1557624,2025-12-30 04:49:30 -0800,2025-12-30 04:49:30 -0800,Group tabs gone,"<p>i had a bunch of grouped tabs which i 'closed and saved' but when i tried to find them all of them were gone, only the newer groups i made just now show up, not a single one of my old ones do </p>",firefox-14601;firefox-1460;windows-11;firefox;recover-data;,firefox,recover-data,en-US,"",rayanumama
1557622,2025-12-30 04:39:03 -0800,2025-12-30 04:39:03 -0800,How to copy an entire Firefox profile,"<p>I have Windows 11 and Firefox 146.0.1 I would like to back up my entire Firefox profile and I can't copy the files in the directory c:\Users\Mirek\AppData\Roaming\Mozilla\Firefox\Profiles\...\storage, it says access denied. How to access these files? </p>",firefox-14601;firefox-1460;windows-11;firefox;backup-data;,firefox,backup-data,cs,"",mirek2
1557621,2025-12-30 04:36:09 -0800,2025-12-30 04:36:09 -0800,new managment,<p>we have just changed our managment and i cant get into our time clock i need to add staff and get ready for payroll. </p>,firefox-14601;firefox-1460;windows-11;firefox;passwords-and-sign-in;,firefox,passwords-and-sign-in,en-US,"",fd.gm158
1557619,2025-12-30 04:15:49 -0800,2025-12-30 04:15:49 -0800,Mozilla Support reports wrong version of windows?,<p>Mozilla Support reports wrong version of windows?  I have a screen shot.  The web site reports win 10 when I have Win 11 Pro.  The version check on this support page reports the correct information.  So Mozilla website itself is out of date? </p>,firefox-14601;firefox-1460;windows-11;firefox;site-breakages;,firefox,site-breakages,en-US,"",mathesonre
1557618,2025-12-30 03:58:21 -0800,2025-12-30 03:58:21 -0800,artificial intelligence,<p>Matter </p>,firefox;browse;,firefox,browse,en-US,"",neelima.n1909
1557617,2025-12-30 03:52:05 -0800,2025-12-30 03:52:05 -0800,"my bank seems to be having cookies problems, what should I do","<p>since the last update, my bank website has difficulty uploading. It seems to be the cookies issue </p>",firefox-14601;firefox-1460;mac-os-x-1015;firefox;site-breakages;,firefox,site-breakages,en-US,"",nenedid
1557615,2025-12-30 03:45:56 -0800,2025-12-30 03:45:56 -0800,answer,<p>no i am winner </p>,firefox-1000;windows-10;firefox;browse;,firefox,browse,en-US,"",aveshaceskhan91936
1557613,2025-12-30 03:41:03 -0800,2025-12-30 03:41:03 -0800,personal,<p>all drive supoted </p>,firefox;passwords-and-sign-in;,firefox,passwords-and-sign-in,en-US,"",panbarda1
1557611,2025-12-30 03:21:13 -0800,2025-12-30 03:21:13 -0800,Bookmarks do not appear,"<p>With the latest firefox update all my bookmarks do not appear on my windows11 desktop.  But the synchronized booksmarks on my win10 note book and on my iphone still exist. So nothing is lost, the bookmarks simply do not show up on the win11 desktop. With this firefox update I also received a desktop message that bookmarks might not appear because of an interference with the internet security program (f-secure) Unfortunately I did not give enough attention to this explaination there and the steps how to solve the problem. </p><p>Can somebody send me the link to this explaination or tell me how to fix the bookmark interference with f-secure? </p><p>many thanks thomas </p>",firefox-14601;firefox-1460;windows-11;firefox;security-software;,firefox,security-software,en-US,"",ThomasReining
