id,created,updated,title,content,tags,product,topic,locale,answers,creator
1326411,2021-02-18 13:22:31 -0800,2021-02-18 13:22:31 -0800,Fare ile Sürükle Bırak Özelliği çalışmıyor uac ile olan çözümü denedim işe yaramadı sistem Sistem MSDN Orijinal Windows 10 20H2 x86,<p>Fare ile Sürükle Bırak Özelliği çalışmıyor uac ile olan çözümü denedim işe yaramadı sistem Sistem MSDN Orijinal Windows 10 20H2 x86 her şeyi denedim güvenlik kipinde başlattım olmadı ayrıca firefox la indirme yaparken görev çubuğundaki firefox simgesindeki indirme ilerlemesi gözükmüyor </p>,desktop;download-and-install_1;windows-10;firefox-850;,firefox,download-and-install,tr,"",tanerdurden23
1326410,2021-02-18 13:18:06 -0800,2021-02-18 13:18:06 -0800,Right click in search (Google) no longer functions properly.,"<p>Greetings, </p><p>I've noticed that since the recent update to 85.0.2, right clicking in the search bar to paste information on Google no longer functions properly. </p><p>If I've just opened the browser, and not done a thing with it, it will work. If I've visited any sites at all, and used the 'home' button to get back to Google, or opened a new tab to do so, right clicking the search field does not open the contextual menu as it should. </p><p>Other search engines work fine, and oddly enough, if I type something random into the main Google search page, the search field on the results page (at the top of the page) works as it should. The only issue appears to be with the 'main' search field on any but the initial opening of the browser home page. </p><p>I'm not sure of the cause, beyond noting that it began right after I updated to 85.0.2. </p>",desktop;websites;windows-10;firefox-850;firefox-8502;,firefox,websites,en-US,"",valethar55
1326407,2021-02-18 13:03:52 -0800,2021-02-18 13:03:52 -0800,firefox icone in task bar contextuel menu=frequent,"<p>Bonjour, On opening Firefox with the Firefox icon in task bar, the right click contextual menu doesn't give me either 'frequent' or last sites opened. Instead I have a list of ten folders from the profounder  of Windows  explorer. I don't like this, can I change it or is it a bug? kind regards </p>",desktop;tips;windows-10;firefox-850;,firefox,tips,en-US,"",bordeauxrouge
1326406,2021-02-18 13:01:03 -0800,2021-02-18 13:12:32 -0800,HOW DO I DO A SCREENSHOT,<p>DON'T KNOW HOW TO DO A SCREENSHOT </p>,desktop;other;windows-81;firefox-850;,firefox,other,en-US,1393085;,staroid1
1326404,2021-02-18 12:51:55 -0800,2021-02-18 13:06:29 -0800,Cache,<p>Delete History does not remove a 1.7MB cache.  I do not have plug-ins or other items that show.  How do I find and delete this cache? I think it may have been installed a service that keeps my Patient Portal. </p>,desktop;privacy-and-security_1;windows-10;firefox-850;,firefox,privacy-and-security,en-US,1393081;,guishxtin
1326403,2021-02-18 12:48:57 -0800,2021-02-18 13:20:17 -0800,Second Window with same URL is going to background,<p>behavior since 86.0 64Bit My website chat opens a second Firefox Window on PM Chat. When sending a message in PM Window the PM Window is going to Background if the same URL is shown in the Main Window. In case the Main Window shows another URL the second Window stays in Foreground.  Greets Martin </p>,desktop;beta;tabs;windows-10;firefox-860;,firefox,tabs,en-US,1393087;,maxmobil
1326402,2021-02-18 12:28:09 -0800,2021-02-18 13:07:18 -0800,block-up blocker cleared when browser closed,<p>block-up blocker cleared when browser closed - why? </p>,desktop;websites;windows-10;firefox-850;,firefox,websites,en-US,1393082;,thomassly
1326400,2021-02-18 12:22:29 -0800,2021-02-18 13:20:00 -0800,pop-up blocker exception cleared when browser closed - why?,<p>pop-up blocker exceptions cleared when browser closed - why? </p>,desktop;fix-problems;windows-10;firefox-850;,firefox,fix-problems,en-US,1393086;,thomassly
1326398,2021-02-18 12:16:46 -0800,2021-02-18 12:18:42 -0800,Firefox Download or Browser,"<p>Hello Everyone! I am facing an issue downloading this Firefox <a href=""https://apksharp.com/youcam-makeup-apk-magic-selfie-camera-latest-version-2021/"" rel=""nofollow"">https://apksharp.com/youcam-makeup-apk-magic-selfie-camera-latest-version-2021/</a> app for my browser. The issue seems to get a location rejection. Can you help me please? Thank you </p>",desktop;websites;,firefox,websites,en-US,1393074;1393075;,shabanabsra98
1326395,2021-02-18 11:00:12 -0800,2021-02-18 11:25:04 -0800,Find folder that contains an specific bookmark,"<p>Hello everyone,  </p><pre>Is there a way to find in which folder a specific bookmark is contained ? I can do a search on the ""Show all Bookmarks"" library but it only shows the URL without the folder. In Chrome there is a useful feature which let you easily highlight the location. It's very strange that isn't possible in Firefox. </pre> <p>There is an archived post here <a href=""https://support.mozilla.org/en-US/questions/1161879"" rel=""nofollow"">https://support.mozilla.org/en-US/questions/1161879</a> but the tricky workaround is not acceptable for me. Any ideas ? Thanks in advance Stefano </p>",mac-os;desktop;bookmarks;firefox-850;,firefox,bookmarks,en-US,1393064;,zoso75
1326389,2021-02-18 09:43:33 -0800,2021-02-18 10:37:03 -0800,xfinity login,"<p>Starting today, when i try to login to xfinity e-mail the advertisement offer by xfinity covers/blocks the sign in button.  I have been able to access my xfinity e-mail by use microsoft edge.  I appears the problem is with firefox?? </p>",desktop;websites;windows-10;firefox-850;,firefox,websites,en-US,1393048;,willyskar
1326386,2021-02-18 09:02:54 -0800,2021-02-18 09:06:32 -0800,Brownstone popup ad - link,<p>Recently a 'brownstone' financial popup started appearing in my lower right screen.  How do I stop it???? Thanks.  Roger </p>,desktop;other;windows-10;firefox-850;,firefox,other,en-US,1393008;,rogeremerick
1326385,2021-02-18 08:55:41 -0800,2021-02-18 12:52:32 -0800,Firefox 85 locking up every day,"<p>Hello, ever since updating Firefox to v85, it's been LOCKING UP every day, sometimes twice a day. Have not been able to figure what site of function is causing the problem. </p><p>Have bee watching memory usage in Win Task Manager, Resource Monitor and can see ONE thread of Ffx ramped up to 3 MB. </p><p>Firefox updates no longer trusted, will need to do a RESTORE POINT from now on. </p><p>Please comment, and where did my first support question go?   </p><p>Thx, </p>",windows-7;desktop;fix-problems;needsinfo;firefox-850;,firefox,fix-problems,en-US,1393022;1393038;1393055;1393076;1393078;,Editor08
1326384,2021-02-18 08:55:10 -0800,2021-02-18 09:32:50 -0800,Web email,<p>I use Comcast web email.  Firefox will not highlight the message I select in my inbox list of emails.  Safari works fine but Firefox does not. </p>,mac-os;desktop;websites;firefox-850;firefox-8502;,firefox,websites,en-US,1393023;,vigneron
